"STRNO","STRDIR","STRNAME","STRTYPE","SUITE_NUM","BUS_NAME","OWNER1","OWNER2","AREA_CODE","PHONE_NUM","WARD","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","INACTIV","INACDT","OWNER_TYPE","CORP_NAME","TITLE1","TITLE2","BUS_TYPE","NAICS","CLV_MJBL","HEN_MJBL","NLV_MJBL","CC_MJBL","CAT_DESC","STATUS","BUS_ADDRESS","ZIP","LIC_NUM"
"108","","PRINCETON","ST","","LAURA HOUSE CLEANING","GARCIA, ANA LAURA","","702","8704506","1","108 PRINCETON ST","LAS VEGAS NV","891070000","","0","S","","OWNER 100%","","JANITORIAL","561720","","","","","INDOOR/OUTDOOR MAINT REP","ACTIVE","108 PRINCETON ST","89107","R60 25621152479"
"108","","WOODLEY","ST","","HUFF EUGENE L","HUFF, EUGENE L","","702","3850804","5","108 WOODLEY ST","LAS VEGAS NV","891063945","","20100212","S","","OWNER 100%","","REAL ESTATE APPRAISA","531320","","","","","PROFESSIONAL SERVICES","ACTIVE","108 WOODLEY ST","89106","P50 10915134592"
"108","","YELLOW FLAME","AV","","A ACCELERATED POOL MANAGEMENT","GRIMMER, KARL ANDREW","GRIMMER, JOY LYNN","0","2718717","0","1010 SILVERRANCH DR","GARDNERVILLE NV","894608684","O","20120507","S","","OWNER 50%","OWNER 50%","POOL MAINTENANCE","999999","","","","","INTR-JURIS MOB SVC OP","OUT OF BUSINESS","108 YELLOW FLAME AV","89460","T10 56842136549"
"108","N","8TH","ST","","DOWNTOWNER","LLC, DTP RE","","702","9534331","5","P O BOX 1570","LAS VEGAS NV","891250000","O","20130416","C","110 8TH STREET LLC","","","HOTEL RESIDENCE","531110","","","","","RESIDENCE HOTEL","OUT OF BUSINESS","108 N 8TH ST","89125","H11940772164502"
"108","N","8TH","ST","","DOWNTOWNER","","","702","9534331","5","P O BOX 1570","LAS VEGAS NV","891250000","O","20130416","C","110 8TH STREET LLC","","","MOTEL","812990","","","","","MOTEL/ROOMING HOUSE","OUT OF BUSINESS","108 N 8TH ST","89125","M08942183164502"
"108","N","8TH","ST","","DOWNTOWNER","LLC, DTP RE","","702","9534331","5","P O BOX 1570","LAS VEGAS NV","891250000","O","20130416","C","110 8TH STREET LLC","","","MOTEL","812990","","","","","MOTEL/ROOMING HOUSE","OUT OF BUSINESS","108 N 8TH ST","89125","M08942263164502"
"108","W","WYOMING","AV","","WESTERN EXTERMINATOR CO","ASHTON, ROY E","ANDERSON, JOHN O","0","3862117","3","108 W WYOMING AV","LAS VEGAS NV","891022719","","20080107","C","WESTERN EXTERMINATOR CO","PRES","CEO","EXTERMINATOR","561710","","","","","INDOOR/OUTDOOR MAINT REP","ACTIVE","108 W WYOMING AV","89102","R60   824 63919"
"114","S","15TH","ST","31","BARGAIN SUITES","PETERSEN, ERIC","KELLY, WILLIAM S","0","6334300","3","1040 E SAHARA AV 201","LAS VEGAS NV","891040000","O","20100817","C","K P PARTNERS VII","PRES","SEC","APARTMENT RENTAL","531110","","","","","APARTMENT HOUSE","OUT OF BUSINESS","114 S 15TH ST","89104","A07  487G  8061"
"114","W","WYOMING","AV","","SARRET OFFICE SUPPLY COMPANY","RICHARDSON, JAN M","RICHARDSON, CHARLES E","0","3847457","3","P O BOX 26606","LAS VEGAS NV","891260606","O","20110322","C","SARRET OFFICE EQUIPMENT CO INC","SEC TREAS","PRESIDENT","WAREHOUSE OFFICE FUR","561439","","","","","BUSINESS SUPPORT SVC","OUT OF BUSINESS","114 W WYOMING AV","89126","B20 1745A  7984"
"115","","ARBOR CREEK","CT","","TASSONI'S LLC","TOZZI, MICHAEL","","866","5305378","0","5110 E WASHINGTON AV","LAS VEGAS NV","891100000","C","20121024","C","TASSONI'S LLC","MGR 100%","","WHOLESALE FOOD","4244","","","","","FOOD SPECIALTY STORE","IN COLLECTIONS","115 ARBOR CREEK CT","89110","F50  1012155304"
"115","","MANGO","CT","","ADVANCED SONOGRAPHY INC","CERVANTEZ, DIANE M","CERVANTEZ, LOUIS A","702","3763083","0","115 MANGO CT","HENDERSON NV","890150000","","0","C","ADVANCED SONOGRAPHY INC","PRES","TREAS","ULTRASOUND EXAMS","999999","","","","","INTR-JURIS MOB SVC OP","ACTIVE","115 MANGO CT","89015","T10 46446111649"
"115","E","BROOKS","AV","","NATIONWIDE OUTDOOR ADVERTISING","","","702","6472281","0","115 E BROOKS AVE","NLV NV","890300000","","20131031","","","","","CONTRACTOR FOR SIGN","0","S","S","P","S","CONTRACTOR (MJBL)","ACTIVE","115 E BROOKS AV","89030","C25999995999999"
"115","E","RENO","AV","6","I H D CUSTOM HOMES & DEVELOPME","PETERSON, RICHARD J","PETERSON, RICHARD C","702","7952259","0","115 E RENO AV 6","LAS VEGAS NV","891190000","X","20121009","C","IRON HORSE DEVELOPMENT LLC","OWNER 50%","OWNER 50%","CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","TO BE DROPPED","115 E RENO AV","89119","C25 26415146576"
"115","E","RENO","AV","10","LIQUID CORPORATION A","SILVA, JOHN","","0","2627805","0","115 E RENO AV 10","LAS VEGAS NV","891190000","O","20110501","C","LIQUID CORPORATION A","PRES 100%","","WHOLESALE/DELIVERY","999999","","","","","INTR-JURIS MOB SVC OP","OUT OF BUSINESS","115 E RENO AV","89119","T10 54051129636"
"115","E","RENO","AV","10","LAS VEGAS WATER COMPANY","SILVA, JOHN","SILVA, VICKI","702","2627805","0","P O BOX98277","LAS VEGAS NV","891930000","O","20100709","C","LAS VEGAS WATER COMPANY","PRESIDENT","VP","WATER STORE","312112","","","","","GENERAL SALES","OUT OF BUSINESS","115 E RENO AV","89193","G50 79966138150"
"115","N","4TH","ST","A","THAI VEGAS","TRANPUN, TORPONG","","0","3821928","5","115 N 4TH ST A","LAS VEGAS NV","891010000","O","20121025","S","","OWNER 100%","","RESTAURANT","722511","","","","","RESTAURANT GT 45","OUT OF BUSINESS","115 N 4TH ST","89101","R09  1616 24270"
"100","","STEWART","AV","","UH VS UNLV TAILGATE","CONLEY, LANE","","0","3851222","5","12 E OGDEN AV","LAS VEGAS NV","891010000","O","20110919","C","CALIFORNIA HOTEL & CASINO","","","SPEC EVENT GENERAL","722410","","","","","SPECIAL EVENT GENERAL","OUT OF BUSINESS","100 STEWART AV","89101","L27  2600   457"
"100","","STEWART","AV","","CALIFORNIA HOTEL & CASINO","","","0","2515793","5","12 E OGDEN AV","LAS VEGAS NV","891010000","X","20120315","C","CALIFORNIA HOTEL & CASINO","","","SPEC EVENT BEER/WINE","722410","","","","","SPECIAL EVENT GENERAL","TO BE DROPPED","100 STEWART AV","89101","L27977500   457"
"100","","STEWART","AV","","MAIN STREET STATION RV PARK","BOYD, WILLIAM S","LARSON, BRIAN ARTHUR","0","3871896","5","200 N MAIN ST","LAS VEGAS NV","891012910","","0","C","BOYD GAMING CORP","DIR/PRES","SVPSEC/GC","R V PARK","721211","","","","","RECREATION VEHICLE PARK","ACTIVE","100 STEWART AV","89101","R20    31 97298"
"100","","STEWART","AV","","UH VS UNLV TAILGATE","CONLEY, LANE","","0","3851222","5","12 E OGDEN AV","LAS VEGAS NV","891010000","O","20110919","C","CALIFORNIA HOTEL & CASINO","","","TAILGATE PARTY","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","100 STEWART AV","89101","T26 13460   457"
"100","","STEWART","AV","","CALIFORNIA HOTEL & CASINO","CONLEY, LANE","","0","3882615","5","12 OGDEN AV","LAS VEGAS NV","891250000","O","20100503","C","CALIFORNIA HOTEL & CASINO","RESP PERS","","SPEC EVENT BEER/WINE","722410","","","","","SPECIAL EVENT BEER WINE","OUT OF BUSINESS","100 STEWART AV","89125","L26  1250   457"
"100","","STEWART","AV","","CALIFORNIA HOTEL CASINO","BOYD, WILLIAM S","LARSON, BRIAN ARTHUR","0","0","5","P O BOX 630","LAS VEGAS NV","891250630","","0","","","DIR/PRES","SVPSEC/GC","PARKING GARAGE","812930","","","","","PARKING LOT","ACTIVE","100 STEWART AV","89125","P02  1905   457"
"100","","STEWART","AV","","LEI DAY LAS VEGAS 2010","POHNDORF, KATHERINE I","","702","2515793","5","PO BOX 70988","LAS VEGAS NV","891700000","O","20100503","C","CURLY KOA INC","","","HAWAIIAN FESTIVAL","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","100 STEWART AV","89170","T26  9380110754"
"100","","STEWART","AV","","LEI DAY LAS VEGAS 2011","POHNDORF, KATHERINE","","702","2515793","5","PO BOX 70988","LAS VEGAS NV","891700000","O","20110502","C","CURLY KOA INC","","","HAWAIIAN FESTIVAL","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","100 STEWART AV","89170","T26 12000110754"
"100","","SYCAMORE","LN","","NEIGHBORHOOD PEST CONTROL","KUESTER, GREG","","702","2181080","5","100 SYCAMORE LN","LAS VEGAS NV","891010000","O","20111128","S","","OWNER/100%","","PEST CONTROL SERVICE","561710","","","","","INDOOR/OUTDOOR MAINT REP","OUT OF BUSINESS","100 SYCAMORE LN","89101","R60  1025 97623"
"102","S","7TH","ST","","BIG ERN'S BBQ","LOYA, ERNEST","","702","8347845","5","2712 SNOW CAP CI","LAS VEGAS NV","891170000","E","20130501","C","BIG ERN'S BBQ LLC","OWNER","","BBQ TENT VENDOR","722330","","","","","OPEN AIR VENDING","EXPIRED","102 S 7TH ST","89117","O07  1383162537"
"102","S","7TH","ST","","BIG ERN'S BBQ LLC","LOYA, ERNEST","LOYA, ERNEST","702","8347845","5","2712 SNOW CAP CI","LAS VEGAS NV","891170000","O","20121217","C","BIG ERN'S BBQ LLC","OWNER 100%","OWNER 100%","TEMPORARY BBQ STAND","454390","","","","","TEMPORARY MERCHANT","OUT OF BUSINESS","102 S 7TH ST","89117","T24  7900162610"
"102","S","7TH","ST","","BIG ERN'S BBQ LLC","","","702","8347845","5","2712 SNOW CAP CI","LAS VEGAS NV","891170000","X","20121025","C","BIG ERN'S BBQ LLC","","","TEMPORARY BBQ STAND","454390","","","","","TEMPORARY MERCHANT","TO BE DROPPED","102 S 7TH ST","89117","T24923780162610"
"103","","YERBA SANTA","ST","","JP&E MOBILE COMMERCIAL EQUIPME","PEREZ, JOSE","","0","4937853","0","103 YERBA SANTA ST","HENDERSON NV","890150000","O","20101122","C","JP&E HOME CONSULTING LLC","MANAGER","","APPLIANCE REPAIR","5617","","","","","INDOOR/OUTDOOR MAINT REP","OUT OF BUSINESS","103 YERBA SANTA ST","89015","R60 33311143727"
"103","S","MALLARD","ST","","CHINELLI PETRA","CHINELLI, PETRA","","702","7436997","1","103 S MALLARD ST","LAS VEGAS NV","891070000","O","20121203","S","","OWNER","","CLEANING SERVICE","561720","","","","","INDOOR/OUTDOOR MAINT REP","OUT OF BUSINESS","103 S MALLARD ST","89107","R60 26885154685"
"103","S","RAINBOW","BL","","CITIBANK","MARKUS, MAURA","WEITZMAN, MICHAEL","702","2581620","1","103 S RAINBOW BL ATTN OFC MGR","LAS VEGAS NV","891070000","","0","C","CITIBANK (WEST) FSB","CEO/COOG","PRES","FED SAVINGS BANK","522120","","","","","BANK","ACTIVE","103 S RAINBOW BL","89107","B03   47B 11845"
"104","","HARVARD","ST","","FRESHWATER POOLS","MCCARTHY, RON","","0","4870730","1","104 HARVARD ST","LAS VEGAS NV","891070000","O","20110517","S","","OWNER 100%","","POOL MAINTENANCE","561720","","","","","INDOOR/OUTDOOR MAINT REP","OUT OF BUSINESS","104 HARVARD ST","89107","R60 22902 80266"
"104","","JUNIPER","ST","","SLOT DOCS","MATHEWSON, ROBERT J","BORN, DAVID W","0","5651071","0","104 JUNIPER ST","HENDERSON NV","890156102","O","20100405","P","","OWNER","OWNER","SLOT REPAIR","999999","","","","","INTR-JURIS MOB SVC OP","OUT OF BUSINESS","104 JUNIPER ST","89015","T10 25915 64506"
"104","","TORCHWOOD","LN","","JERRY JS POWER PAGE","JACOVITZ, JERROLD A","JACOVITZ, BARBARA G","0","2586914","2","104 TORCHWOOD LN","LAS VEGAS NV","891440000","","0","S","","OWNER 50%","OWNER 50%","PUBLIC RELATIONS","541810","","","","","ADVERTISING BUSINESS","ACTIVE","104 TORCHWOOD LN","89144","A02 1739K 80051"
"109","","COLLEEN","DR","","REVOLUTION SHIPPING","ARMIRA PIVARAL, DENIS W","","702","2803654","1","109 COLLEEN DR","LAS VEGAS NV","891070000","O","20130205","S","","OWNER 100%","","SHIPPING COMPANY","488991","","","","","GENERAL & SPECIALTY SALES","OUT OF BUSINESS","109 COLLEEN DR","89107","G55  6205157798"
"109","","SAPODILLA","LN","","DIGITAL CREATIVE DIRECTOR","GUNTER, STEVEN A","","702","5288208","2","109 SAPODILLA LN","LAS VEGAS NV","891440000","O","20100408","S","","OWNER 100%","","GRAPHIC ARTIST","443142","","","","","GENERAL SALES","OUT OF BUSINESS","109 SAPODILLA LN","89144","G50 63954115427"
"109","","STEELER","DR","","K AND D REPAIRS","KERSEY, KIRBY","KERSEY, DEBORAH","702","2557749","2","109 STEELER DR","LAS VEGAS NV","891450000","","0","S","","OWNER","OWNER","REPAIR SERVICE","5617","","","","","INDOOR/OUTDOOR MAINT REP","ACTIVE","109 STEELER DR","89145","R60 29853124251"
"109","","WOODLEY","ST","","ETHNA HOME SERVICES","GARCIA, ETHNA","","702","5639297","5","109 WOODLEY ST","LAS VEGAS NV","891060000","","0","C","TOGA GROUP LLC","MGMB 100%","","HOME CARE PROVIDER","523110","","","","","RES HOME CARE PROVIDER","ACTIVE","109 WOODLEY ST","89106","H14  342B157918"
"109","N","4TH","ST","","BAD HABITS CIGAR CO","PUENTES, GERMAN","PUENTES, CESAR","702","4137880","5","109 N 4TH ST","LAS VEGAS NV","891010000","O","20110406","P","","CO OWNER","CO OWNER","RETAIL TOBACCO DLR","453991","","","","","TOBACCO DEALER-RETAIL","OUT OF BUSINESS","109 N 4TH ST","89101","C05 2340I118862"
"109","N","4TH","ST","","BAD HABITS CIGAR CO","PUENTES, GERMAN","PUENTES, CESAR","702","4137880","5","109 N 4TH ST","LAS VEGAS NV","891010000","O","20110522","P","","CO OWNER","CO OWNER","CIGAR LOUNGE","453991","","","","","TOBACCO SALES / LOUNGE","OUT OF BUSINESS","109 N 4TH ST","89101","T50   173118862"
"109","N","4TH","ST","","BAD HABITS CIGAR CO","PUENTES, GERMAN","PUENTES, CESAR","702","4137880","5","109 N 4TH ST","LAS VEGAS NV","891010000","O","20110406","P","","CO OWNER","CO OWNER","SMOKE SHOP","453991","","","","","TOBACCO SALES / LOUNGE","OUT OF BUSINESS","109 N 4TH ST","89101","T50  1103118862"
"109","N","4TH","ST","","CASTRO'S CIGARS","CASTRO, ROXANA","","0","4319997","5","6046 TRAVIATA AV","LAS VEGAS NV","891410000","","0","S","","OWNER 100%","","TOBACCO DEALER","453991","","","","","TOBACCO DEALER-RETAIL","ACTIVE","109 N 4TH ST","89141","C05 2801B153002"
"109","N","4TH","ST","","CASTRO'S CIGARS","CASTRO, ROXANA","","0","4319997","5","6046 TRAVIATA AV","LAS VEGAS NV","891410000","C","20130424","S","","OWNER 100%","","CIGAR LOUNGE","453991","","","","","TOBACCO SALES / LOUNGE","IN COLLECTIONS","109 N 4TH ST","89141","T50  1552153002"
"115","N","7TH","ST","","DOWNTOWN FEED FARMERS MARKET","GAVAN, GINA","","0","5290454","5","520 FREMONT ST 206","LAS VEGAS NV","891010000","O","20120516","C","PROJECT DINNER TABLE LLC","OWNER 100%","","FARMER'S MARKET","454390","","","","","FARMERS MARKET PROMOTER","OUT OF BUSINESS","115 N 7TH ST","89101","F15    6F153027"
"115","N","7TH","ST","","AFTER PARTY","TAMAYO, MIGUEL","","702","2863824","5","2900 EL CAMINO AV","LAS VEGAS NV","891020000","O","20110626","S","","","","AFTER PARTY/CONCERT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","115 N 7TH ST","89102","T26981370151318"
"115","N","7TH","ST","","AZUL TEQUILA NIGHT CLUB","LARA, FRANCISCO","","702","7320010","5","953 E SAHARA AV A27","LAS VEGAS NV","891040000","O","20121018","C","LAS PALMAS ENTERTAINMENT INC","OWNER 100%","","TOBACCO SALES","453991","","","","","TOBACCO DEALER-RETAIL","OUT OF BUSINESS","115 N 7TH ST","89104","C05 2714K  1724"
"115","N","7TH","ST","","AZUL TEQUILA NIGHT CLUB","LARA, FRANCISCO","","702","7320010","5","953 E SAHARA AV","LAS VEGAS NV","891040000","O","20121018","C","LAS PALMAS ENTERTAINMENT INC","OWNER 100%","","MISCELLANEOUS SALES","999999","","","","","GENERAL SALES","OUT OF BUSINESS","115 N 7TH ST","89104","G50 57355  1724"
"115","N","7TH","ST","","AZUL TEQUILA NIGHT CLUB","LARA, FRANCISCO","PEREZ, CESAR","702","7320010","5","953 E SAHARA AV A27","LAS VEGAS NV","891040000","I","20121018","C","LAS PALMAS ENTERTAINMENT INC","OWNER 100%","KEY EMP","TAVERN LIMITED","722410","","","","","TAVERN LIMITED","INACTIVE","115 N 7TH ST","89104","L38    94  1724"
"115","N","7TH","ST","","CALIBRE 50 XTREME","LARA, FRANCISCO","","0","7320010","5","2728 TOPAZ CT","LAS VEGAS NV","891210000","O","20110817","C","LAS PALMAS ENTERTAINMENT INC","","","LATIN MUSIC CONCERT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","115 N 7TH ST","89121","T26 12910  1724"
"115","N","7TH","ST","","BAILE PRIVADO","LARA, FRANSISCO","","0","7320010","5","2728 TOPAZ CT","LAS VEGAS NV","891210000","O","20110919","C","LAS PALMAS ENTERTAINMENT INC","OWNER","","LATIN MUSIC CONCERT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","115 N 7TH ST","89121","T26 13170  1724"
"115","N","7TH","ST","","EL TRI GRUPO KUAL","MORA, FRANCISCO","","0","7320010","5","2728 TOPAZ CT","LAS VEGAS NV","891210000","O","20111114","C","LAS PALMAS ENTERTAINMENT INC","OWNER","","LATIN MUSIC CONCERT","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","115 N 7TH ST","89121","T26 14040  1724"
"100","N","CITY","PK","1700","NELLIS SIGN COMPANY","MOLASKY, ANDREW","MOLASKY, ALAN","702","7350155","0","100 CITY PK 1700","LAS VEGAS NV","891060000","","0","C","NELLIS SIGN COMPANY","PRES","SEC/TREA","OUTDOOR ADVERTISING","541850","","","","","ADVERTISING SPACE SALES","ACTIVE","100 N CITY PK","89106","A04  106L148642"
"100","N","CITY","PK","120","BANK OF NEVADA","BOYD JOHNSON, MARIANNE","CLARK, ROBERT E","0","2484200","0","100 CITY PK 120","LAS VEGAS NV","891060000","","0","C","BANK OF NEVADA","TREASURER","SECRETARY","BANK","522120","","","","","BANK","ACTIVE","100 N CITY PK","89106","B03  188G135952"
"100","N","CITY","PK","1700","ASSET LA HOLDING LLC","MOLASKY, IRWIN A","","0","7350155","0","100 N CITY PK 1700","LAS VEGAS NV","891060000","","0","C","ASSET LA HOLDING LLC","MEM MGR","","HOLDING CO","561439","","","","","BUSINESS SUPPORT SVC","ACTIVE","100 N CITY PK","89106","B20 1448D141493"
"100","N","CITY","PK","1700","PARADISE DEVELOPMENT LTD","MOLASKY, IRWIN A","","702","7350155","0","100 N CITY PK 1700","LAS VEGAS NV","891060000","","20121101","C","PH LLC","MGR   100%","","CONTRACTOR","236","P","S","","","CONTRACTOR (MJBL)","ACTIVE","100 N CITY PK","89106","C25  8445  6407"
"100","N","CITY","PK","1700","IRWIN A MOLASKY","MOLASKY, IRWIN","TRUST, THE MOLASKY FAMILY 1998","702","7350155","0","100 N CITY PK 1700","LAS VEGAS NV","891060000","","20121101","C","PH LLC","MGR","TRUST","CONTRACTOR","236","P","","","S","CONTRACTOR (MJBL)","ACTIVE","100 N CITY PK","89106","C25 17065139589"
"100","N","CITY","PK","150","LEGAL COPY CATS & PRINTING","DITRANI, MARIO","DITRANI, JULIE","702","5984455","0","100 CITY PK 150","LAS VEGAS NV","891060000","","20120417","C","LEGAL COPY CATS INC","PRES 50%","VP 50%","COPY/IMAGING/SCANNIN","4532","","","","","GENERAL SALES","ACTIVE","100 N CITY PK","89106","G50 12855 71103"
"100","N","CITY","PK","140","MOLASKY CORPORATE CENTER OWNER","WORTHINGTON, RICHARD","SHER, BRAD","702","6710455","0","100 N CITY PK 140","LAS VEGAS NV","891060000","","0","C","MOLASKY CORPORATE CENTER OWNER","PRES","SEC","MANAGEMENT","541613","","","","","MGMT/MKT SVC","ACTIVE","100 N CITY PK","89106","M18 4349D141710"
"100","N","CITY","PK","700","PARSONS WATER & INFRASTRUCTURE","LEKETA, ANTHONY","SHIELDS, RICHARD","0","8623400","0","100 CITY PK 700","LAS VEGAS NV","891060000","","0","C","PARSONS WATER & INFRASTRUCTURE","PRES","SEC","MGMT CONSULTING","541613","","","","","MGMT/MKT SVC","ACTIVE","100 N CITY PK","89106","M18 5161L126018"
"104","","WORTHEN","CI","","C4 DESIGN STUDIO","WORTHEN, RICHARD","LOFGREN, BRET","702","2782749","2","104 WORTHEN CI","LAS VEGAS NV","891450000","C","20130228","C","C4 DESIGN STUDIO LLC","OWNER 50%","OWNER 50%","GRAPHIC DESIGN","443142","","","","","GENERAL SALES","IN COLLECTIONS","104 WORTHEN CI","89145","G50 62172131965"
"104","S","ROLAND WILEY","RD","","CUSTOM CREATIONS","HAUPT, BARRY","HAUPT, SHIGEKO","702","3636638","2","10530 SOARING PALM ST","LAS VEGAS NV","891791805","C","20111109","S","","OWNER/50%","OWNER/50%","GIFTS & NOVELTIES","45322","","","","","GENERAL SALES","IN COLLECTIONS","104 S ROLAND WILEY RD","89179","G50 34175 97635"
"104","W","MAYFLOWER","AV","","FRESH & READY FOODS OF NEVADA","LEHMAN, LISA","LEHMAN, CHARLES","702","6493930","0","104 W MAYFLOWER AV","NORTH LAS VEGAS NV","890300000","","20100917","C","FRESH & READY FOODS OF NEVADA","TREASURER","PRESIDENT","FOOD & DELIVERY","4244","","","","","FOOD SPECIALTY STORE","ACTIVE","104 W MAYFLOWER AV","89030","F50   666144980"
"104","W","MAYFLOWER","AV","","FRESH & READY FOODS OF NEVADA","","","702","6493930","0","104 W MAYFLOWER AV","NORTH LAS VEGAS NV","890300000","O","20130416","C","FRESH & READY FOODS OF NEVADA","","","WHOLESALE FOODS","4244","","","","","FOOD SPECIALTY STORE","OUT OF BUSINESS","104 W MAYFLOWER AV","89030","F50939582144980"
"105","","ROMERO","DR","","FUN TIME JUMPERS","GUERRERO, BULMARO","","702","4530558","3","105 ROMERO DR","LAS VEGAS NV","891100000","O","20100415","S","","OWNER 100%","","JUMPER FOR CHILDREN","5322","","","","","RENTAL & LEASING (IWS)","OUT OF BUSINESS","105 ROMERO DR","89110","R50   685110871"
"105","","SAM JONAS","DR","","DISTINGUISHED DETAILING","DANKERS, WILLIAM","DANKERS, NANCY","702","2851510","2","105 SAM JONAS DR","LAS VEGAS NV","891450000","O","20121231","S","","OWNER 50%","OWNER 50%","AUTO DETAILING","811192","","","","","AUTOMOBILE DETAILING","OUT OF BUSINESS","105 SAM JONAS DR","89145","A45  704A146199"
"105","E","RENO","AV","11","DELMASTRO & EELLS INC","EELLS, JEFFREY K","DELMASTRO, ROBERT K","480","4819699","0","7010 E ACOMA DR 104","SCOTTSDALE AZ","852543550","O","20110714","C","DELMASTRO & EELLS INC","PRES   50%","VP/SEC 50%","CONTRACTOR","23000","","","","","CONTRACTOR IN CLV","OUT OF BUSINESS","105 E RENO AV","85254","C1110962C 96850"
"100","S","MARYLAND","PK","","CUSTOM COMMUNICATIONS","","","702","3839728","5","5000 W OAKEY BL STE B6","LAS VEGAS NV","891460000","O","20110103","C","CUSTOM TELECOM LLC","","","PAY PHONE LOCATION","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","100 S MARYLAND PK","89146","P35  1780 82740"
"100","S","RAINBOW","BL","","TERRIBLE HERBST INC #140","HERBST, JERRY","HERBST, MARYANNA","0","0","1","P O BOX 93417","LAS VEGAS NV","891933417","","0","C","TERRIBLE HERBST INC","PRES","SEC TREAS","SERVICE STATION","447190","","","","","MINOR AUTOMOTIVE SVC","ACTIVE","100 S RAINBOW BL","89193","A55  3676  6602"
"100","S","RAINBOW","BL","","TERRIBLE HERBST INC 140","HERBST, E R","HERBST, JERRY","0","3821531","1","P O BOX 93417","LAS VEGAS NV","891933417","","0","C","TERRIBLE HERBST INC","OWNER","OWNER","CIGARETTES","453991","","","","","TOBACCO DEALER-RETAIL","ACTIVE","100 S RAINBOW BL","89193","C05  934B  6602"
"100","S","RAMPART","BL","","PTC COMMUNICATION","","","0","3600369","2","9560 WORLD CUP DR","LAS VEGAS NV","891170000","O","20101214","C","PTC COMMUNICATION","","","OUTDOOR PAYPHONES","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","100 S RAMPART BL","89117","P35  6000107286"
"100","S","RAMPART","BL","","ANGEL PARK GOLF CLUB","GREEN, PHILIP J","COOK, JAMIE K","0","2540564","2","100 S RAMPART BL","LAS VEGAS NV","891450000","","0","C","ANGEL PARK GOLF LLC","MGR/MBR","MGR/MBR","","722410","","","","","TAVERN","ACTIVE","100 S RAMPART BL","89145","L16  1094   186"
"100","S","RAMPART","BL","","ANGEL PARK GOLF CLUB","GREEN, PHILIP J","COOK, JAMIE K","0","2540564","2","100 S RAMPART BL","LAS VEGAS NV","891450000","","0","C","ANGEL PARK GOLF LLC","MGR/MBR","MGR/MBR","RESTAURANT","722511","","","","","RESTAURANT GT 45","ACTIVE","100 S RAMPART BL","89145","R09  3536   186"
"100","S","RAMPART","BL","","ANGEL PARK GOLF CLUB","BOGUE, DAVID MICHAEL","VINCENT, ORRIN D JR","0","2540564","2","100 S RAMPART BL","LAS VEGAS NV","891450000","","20120326","C","ANGEL PARK GOLF LLC","MGR","MBR","PRO SHOP","451110","","","","","SPORTING GOODS","ACTIVE","100 S RAMPART BL","89145","S14  6995   186"
"100","S","RAMPART","BL","","GOLF FEST","HALL, SHELDON","","619","6833700","2","2150 WASHINGTON ST 402","SAN DIEGO CA","921100000","O","20110718","C","SPEARHALL COMMUNICATIONS INC","","","GOLF TRADE SHOW","454390","","","","","TEMP EVENT OPERATOR","OUT OF BUSINESS","100 S RAMPART BL","92110","T26 12600150732"
"105","W","CHARLESTON","BL","","ARTISTIC IRON WORKS INC","DEARING, VICTOR F","BAILEY, KAREN","702","3878688","1","105 W CHARLESTON BL","LAS VEGAS NV","891020000","","20130227","C","ARTISTIC IRON WORKS INC","VP","PRES","CONTRACTOR","236","P","S","S","S","CONTRACTOR (MJBL)","ACTIVE","105 W CHARLESTON BL","89102","C25  6965 44361"
"105","W","CHARLESTON","BL","","ALUMACAST INC","HART, CONNIE","WILLIAMS, KEVIN","702","8717944","1","4970 E CHICAGO AV","LAS VEGAS NV","891040000","","0","C","ALUMACAST INC","TREAS/SEC","PRES","OUTSIDE DECOR/FENCES","444130","","","","","BLDG/PLANT/HARDWARE","ACTIVE","105 W CHARLESTON BL","89104","B50  3843128428"
"105","E","RENO","AV","3","THE HOPE GROUP, INC.","HOPE, WILLIAM","HOPE, JERIANNE","702","8704673","0","105 E RENO AVE 3","LAS VEGAS NV","891190000","O","20120828","C","THE HOPE GROUP INC","PRES 37.5%","S/T  37.5%","CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","105 E RENO AV","89119","C25 22805134641"
"109","N","4TH","ST","","CASTRO'S BAD HABITS CIGARS","CASTRO, ROXANA","","0","4319997","5","6046 TRAVIATA AV","LAS VEGAS NV","891410000","O","20120126","S","","OWNER 100%","","SMOKE SHOP","453991","","","","","TOBACCO SALES / LOUNGE","OUT OF BUSINESS","109 N 4TH ST","89141","T50903042153002"
